id,name,price,unit,category,url
4241,Light olive oil Hacendado,19.75,L,Olive oil,https://tienda.mercadona.es/product/4241/aceite-oliva-04o-hacendado-garrafa
4240,Light olive oil Hacendado,4.1,L,Olive oil,https://tienda.mercadona.es/product/4240/aceite-oliva-04o-hacendado-botella
4717,Extra virgin olive oil Hacendado,14.55,L,Olive oil,https://tienda.mercadona.es/product/4717/aceite-oliva-virgen-extra-hacendado-garrafa
4740,Extra virgin olive oil Hacendado,4.95,L,Olive oil,https://tienda.mercadona.es/product/4740/aceite-oliva-virgen-extra-hacendado-botella
4706,Extra virgin olive oil Hacendado,5.95,L,Olive oil,https://tienda.mercadona.es/product/4706/aceite-oliva-virgen-extra-hacendado-gran-seleccion-botella
4641,Olive oil Hacendado,20.85,L,Olive oil,https://tienda.mercadona.es/product/4641/aceite-oliva-1o-hacendado-garrafa
4640,1º Olive oil Hacendado,4.35,L,Olive oil,https://tienda.mercadona.es/product/4640/aceite-oliva-1o-hacendado-botella
4711,Virgin olive oil Hacendado,12.85,L,Olive oil,https://tienda.mercadona.es/product/4711/aceite-oliva-virgen-hacendado-garrafa
4749,Virgin olive oil Hacendado,4.45,L,Olive oil,https://tienda.mercadona.es/product/4749/aceite-oliva-virgen-hacendado-botella
4718,Extra virgin olive oil Hacendado,2.7,L,Olive oil,https://tienda.mercadona.es/product/4718/aceite-oliva-virgen-extra-hacendado-spray
4850,Picual Extra virgin olive oil Casa Juncal,4.85,L,Olive oil,https://tienda.mercadona.es/product/4850/aceite-oliva-virgen-extra-picual-casa-juncal-botella
4940,Aged white wine vinegar Hacendado,0.65,L,Vinegar & other dressings,https://tienda.mercadona.es/product/4940/vinagre-vino-blanco-hacendado-botella
4957,Apple vinegar Hacendado,0.9,L,Vinegar & other dressings,https://tienda.mercadona.es/product/4957/vinagre-manzana-hacendado-botella
4903,Squeezed Lemon Hacendado,1.4,L,Vinegar & other dressings,https://tienda.mercadona.es/product/4903/limon-exprimido-hacendado-botella
4908,Cream of Modena balsamic vinegar Hacendado,1.8,kg,Vinegar & other dressings,https://tienda.mercadona.es/product/4908/crema-vinagre-balsamico-modena-hacendado-botella
13609,Jerez reserve vinegar Hacendado,2.1,L,Vinegar & other dressings,https://tienda.mercadona.es/product/13609/vinagre-jerez-reserva-hacendado-botella
66905,Wine-base spiced drink for cooking Abuela Carola,2.35,L,Vinegar & other dressings,https://tienda.mercadona.es/product/66905/bebida-aromatizada-base-vino-cocinar-abuela-carola-botella
15843,Aged red wine vinegar Hacendado,1.05,L,Vinegar & other dressings,https://tienda.mercadona.es/product/15843/vinagre-vino-tinto-hacendado-botella
4905,Pedro Ximénez balsamic glaze Hacendado,2.25,kg,Vinegar & other dressings,https://tienda.mercadona.es/product/4905/reduccion-vinagre-pedro-ximenez-hacendado-botella
7104,Viandox dressing Knorr,3.05,L,Vinegar & other dressings,https://tienda.mercadona.es/product/7104/alino-viandox-knorr-botella
26496,Balsamic vinegar Modena Hacendado,2.25,L,Vinegar & other dressings,https://tienda.mercadona.es/product/26496/vinagre-balsamico-modena-hacendado-botella
4041,"0,2º Refined sunflower oil Hacendado",8.45,L,Others oils,https://tienda.mercadona.es/product/4041/aceite-girasol-refinado-02o-hacendado-garrafa
4040,"0,2º Refined sunflower oil Hacendado",1.75,L,Others oils,https://tienda.mercadona.es/product/4040/aceite-girasol-refinado-02o-hacendado-botella
4193,Virgin coconut oil Hacendado,5.25,L,Others oils,https://tienda.mercadona.es/product/4193/aceite-coco-virgen-hacendado-bote
19731,Fine salt Hacendado,0.4,kg,Salt & bicarbonate,https://tienda.mercadona.es/product/19731/sal-fina-hacendado-paquete
16864,Fine table salt Hacendado,0.75,kg,Salt & bicarbonate,https://tienda.mercadona.es/product/16864/sal-fina-mesa-hacendado-bote
19732,Fine iodised salt Hacendado,0.45,kg,Salt & bicarbonate,https://tienda.mercadona.es/product/19732/sal-yodada-fina-hacendado-paquete
19733,Coarse cooking salt Hacendado,0.4,kg,Salt & bicarbonate,https://tienda.mercadona.es/product/19733/sal-gruesa-hacendado-paquete
29007,Bicarbonate of soda Hacendado,1.45,kg,Salt & bicarbonate,https://tienda.mercadona.es/product/29007/bicarbonato-sodico-hacendado-paquete
29006,Bicarbonate of soda Hacendado,1.1,kg,Salt & bicarbonate,https://tienda.mercadona.es/product/29006/bicarbonato-sodico-hacendado-bote
19740,Natural sea salt flakes Polasal,2.0,kg,Salt & bicarbonate,https://tienda.mercadona.es/product/19740/sal-marina-escamas-polasal-bote
19734,Coarse baking salt Hacendado,1.4,kg,Salt & bicarbonate,https://tienda.mercadona.es/product/19734/sal-gruesa-hornear-hacendado-paquete
34130,Garlic salt Hacendado,1.8,kg,Salt & bicarbonate,https://tienda.mercadona.es/product/34130/sal-ajo-hacendado-bote
29016,Lemon flavour fruit salt Hacendado,2.1,kg,Salt & bicarbonate,https://tienda.mercadona.es/product/29016/sal-frutas-sabor-limon-hacendado-bote
19713,Salt 60% less sodium Hacendado,2.3,kg,Salt & bicarbonate,https://tienda.mercadona.es/product/19713/sal-60-menos-sodio-hacendado-bote
19726,Prepared for smoking Hacendado,3.3,kg,Salt & bicarbonate,https://tienda.mercadona.es/product/19726/preparado-salmon-ahumado-hacendado-bote
8930,Pink Himalayan salt Hacendado,2.65,kg,Salt & bicarbonate,https://tienda.mercadona.es/product/8930/sal-rosa-himalaya-hacendado-paquete
5598,Oregano Hacendado,1.0,100 g,Herbs,https://tienda.mercadona.es/product/5598/oregano-hacendado-bote
5599,Parsley Hacendado,0.95,100 g,Herbs,https://tienda.mercadona.es/product/5599/perejil-hacendado-bote
47994,Bay leaf Hacendado,0.85,100 g,Herbs,https://tienda.mercadona.es/product/47994/hoja-laurel-hacendado-paquete
34131,Herbs of Provence Hacendado,1.2,100 g,Herbs,https://tienda.mercadona.es/product/34131/hierbas-provenzales-hacendado-bote
34128,Basil Hacendado,1.25,100 g,Herbs,https://tienda.mercadona.es/product/34128/albahaca-hacendado-bote
5547,Thyme Hacendado,1.05,100 g,Herbs,https://tienda.mercadona.es/product/5547/tomillo-hacendado-bote
52739,Dill Hacendado,1.85,100 g,Herbs,https://tienda.mercadona.es/product/52739/eneldo-hacendado-bote
34721,Cilantro Hacendado,1.85,100 g,Herbs,https://tienda.mercadona.es/product/34721/cilantro-hacendado-bote
60873,Garlic and parsley Hacendado,1.35,kg,Herbs,https://tienda.mercadona.es/product/60873/ajo-perejil-hacendado-bote
14981,Rosemary Hacendado,1.35,100 g,Herbs,https://tienda.mercadona.es/product/14981/romero-hacendado-bote
34182,Food colouring Hacendado,0.95,kg,Food colouring & paprika,https://tienda.mercadona.es/product/34182/colorante-alimentario-hacendado-bote
34102,Smoked sweet paprika “de la Vera” Hacendado,1.85,kg,Food colouring & paprika,https://tienda.mercadona.es/product/34102/pimenton-dulce-vera-hacendado-bote
34116,Ground saffron Hacendado,1.9,100 g,Food colouring & paprika,https://tienda.mercadona.es/product/34116/azafran-molido-hacendado-paquete
8370,Saffron threads Hacendado,1.95,100 g,Food colouring & paprika,https://tienda.mercadona.es/product/8370/azafran-hebra-hacendado-paquete
34183,Hot paprika Hacendado,1.35,kg,Food colouring & paprika,https://tienda.mercadona.es/product/34183/pimenton-picante-hacendado-bote
60573,Sweet paprika Hacendado,1.3,kg,Food colouring & paprika,https://tienda.mercadona.es/product/60573/pimenton-dulce-hacendado-bote
34171,Ground black pepper Hacendado,1.3,kg,Pepper,https://tienda.mercadona.es/product/34171/pimienta-negra-molida-hacendado-bote
67693,Black pepper grinder Hacendado,1.85,kg,Pepper,https://tienda.mercadona.es/product/67693/molinillo-pimienta-negra-hacendado-bote
34172,Whole black peppercorns Hacendado,1.7,kg,Pepper,https://tienda.mercadona.es/product/34172/pimienta-negra-grano-hacendado-bote
67694,Rainbow peppercorn grinder Hacendado,1.95,kg,Pepper,https://tienda.mercadona.es/product/67694/molinillo-mix-pimientas-hacendado-bote
34170,Ground white pepper Hacendado,2.3,kg,Pepper,https://tienda.mercadona.es/product/34170/pimienta-blanca-molida-hacendado-bote
86656,Granulated garlic Hacendado,1.2,kg,Other spices,https://tienda.mercadona.es/product/86656/ajo-granulado-hacendado-bote
34208,Crispy fried onion Hacendado,1.15,kg,Other spices,https://tienda.mercadona.es/product/34208/cebolla-frita-crujiente-hacendado-bote
34177,Ground cinnamon Hacendado,1.0,kg,Other spices,https://tienda.mercadona.es/product/34177/canela-molida-hacendado-bote
52880,Cinnamon sticks Hacendado,1.5,100 g,Other spices,https://tienda.mercadona.es/product/52880/canela-rama-hacendado-bote
34120,Ground cumin Hacendado,1.2,kg,Other spices,https://tienda.mercadona.es/product/34120/comino-molido-hacendado-bote
34121,Whole cumin Hacendado,1.95,kg,Other spices,https://tienda.mercadona.es/product/34121/comino-grano-hacendado-bote
34125,Curry powder Hacendado,1.1,kg,Other spices,https://tienda.mercadona.es/product/34125/curry-hacendado-bote
34173,Ground nutmeg Hacendado,1.65,kg,Other spices,https://tienda.mercadona.es/product/34173/nuez-moscada-molida-hacendado-bote
34138,Ground onion Hacendado,0.94,kg,Other spices,https://tienda.mercadona.es/product/34138/cebolla-polvo-hacendado-bote
